Protein,A/N 1,A/N 2,A/N 3,A/N 4,A/N 5,A/N 6,A/N 7,A/N 8,A/N 9,A/N 10,A/N 11,A/N 12,A/N 13,A/N 14,A/N 15,A/N 16,A/N 17,A/N 18,A/N 19,A/N 20,A/N 21,A/N 22,A/N 23,A/N 24,A/N 25,A/N 26,A/N 27,A/N 28,A/N 29,A/N 30,,,,,,0,0
P07203,-0.200272533,0.599236655,0.110842405,-0.114761371,0.136264887,-0.158621063,0.140919502,0.006696305,0.214411758,0.102291209,-0.069828805,0.203275683,0.078648958,-0.186540921,-0.13409939,-0.065182196,0.817125681,0.109324983,0.137922509,0.412189201,0.175706975,0.723878251,0.24759402,-0.195250736,0.202831926,-0.488270444,-0.279101025,0.754709356,-0.090426589,-0.138132332,,,,,,,
P07237,0.394827541,0.120362531,-0.403287102,0.128506418,0.787097599,0.257208221,-0.020672175,-0.003501188,0.024340818,0.05676579,-0.092380129,-0.012605068,-0.058321681,0.140346021,0.010326987,0.491544561,0.476830421,-0.029674895,0.27106599,0.652944055,-0.01998743,-0.08514195,0.045615433,-0.290251687,0.548421333,0.156816253,0.51682025,0.79098051,0.216680787,0.191885161,,,,,,,
P07305,0.122635079,1.315119536,0.716266335,0.413141353,0.506054748,-0.082046242,0.616172475,0.081045875,0.245331862,0.367296466,0.240012059,0.395434207,0.009259388,0.370656851,-0.097345243,0.38791037,-0.117579273,-0.757075534,0.045426568,0.36328099,0.571751949,-0.216374929,-0.063557817,0.442590652,-0.238490121,0.161130439,-0.567573105,-0.476346344,-0.848768259,-0.040193037,,,,,,,
P07355,-0.066546996,0.118685068,0.239817988,0.117127043,0.882416026,0.08268048,0.222672196,-0.116874738,0.216597446,0.042048284,0.331582811,0.041604035,0.196348463,-0.194679874,-0.012012923,0.673909748,0.368872338,0.00393627,0.189708818,1.043905077,-0.064094007,-0.220000782,-0.001037905,-0.3693813,0.414949231,-0.204854585,-0.320122521,0.779389193,0.114494097,-0.12257872,,,,,,,
P07384,0.150005557,-0.186668574,-0.027280792,-0.237423161,0.11909805,-0.103666537,0.006342026,-0.050829454,0.044207897,-0.19676136,0.039006898,0.115655956,-0.216939106,-0.051017479,0.000670716,0.070705616,0.287641907,-0.00959622,-0.787489236,0.117934448,0.083420461,-0.67381769,0.238359392,-0.405927358,-0.163388446,0.336472948,0.204423146,0.182378865,-0.19342209,-0.147304279,,,,,,,
P07585,-0.709713554,-0.67758917,-0.124168785,-0.801532219,-1.932573734,-0.669287351,-0.442164402,-0.156164127,-0.428732059,-0.439415406,-0.265375422,-1.421782554,-0.293081472,-0.560905509,0.117811591,-1.036602774,-1.487966484,-1.941809234,-0.452994003,-2.435819596,-2.346874874,-0.099772611,-2.046651403,-0.992981439,0.119291222,-1.189232286,-1.637990047,-0.84438608,-1.013493666,-1.770203982,,,,,,,
P07737,-0.125469168,-0.266633791,-0.070466271,-0.317033868,0.160555573,0.032214748,0.155359328,0.077406429,0.047838718,-0.200373983,-0.013363588,-0.04619156,-0.177567681,-0.277560919,-0.200018147,0.149390018,0.103964788,0.213266231,0.12528935,-0.498627934,-0.733690267,0.481249657,-0.749866925,-0.28454401,-0.271174633,0.014658786,-0.077968996,0.433112934,0.266367182,-0.490579022,,,,,,,
P07741,0.184177403,0.572587563,0.13002722,0.298564223,-0.256639199,0.243996007,0.070249115,0.115387166,0.035876451,0.069915438,-0.280214345,0.230767158,0.174944604,-0.097222097,-0.012095378,0.143843327,1.419622233,0.095171204,0.602038355,0.612409529,0.354991441,0.734244791,0.666716682,0.751769285,0.590618125,0.564638736,0.528300256,0.67741815,-0.110800241,0.284939147,,,,,,,
P07814,0.360418014,0.686315202,-0.072983402,0.109458654,0.371714366,0.035980976,0.083289536,-0.030838349,0.025963871,0.319347278,0.067737418,0.168256419,0.183268999,0.11453082,-0.013459466,0.649169714,0.343802466,-0.022495703,0.017285193,0.480953397,0.164657167,-0.422901837,0.127119389,-0.053227198,0.372920061,0.357288645,0.215566791,0.277053789,0.293715358,-0.089714251,,,,,,,
P07919,0.226621421,0.797286051,1.630768059,0.486721966,-0.05598464,0.021630488,0.15059519,0.053056733,0.167851296,0.424742416,0.134603829,-0.433724536,0.074483406,0.136895718,0.040744638,0.150528984,-1.045144725,-0.674553865,-0.868452032,0.208272515,0.077574355,0.839527726,-0.469566288,-0.143564777,0.010208383,-1.198631139,-0.582597103,1.204927974,-0.162396188,-0.380887414,,,,,,,
P07954,-0.052050253,-0.79411482,0.219721628,-0.099602648,-1.195022809,-0.16686121,-0.088052568,-0.139114923,-0.152806754,-0.02361382,-0.060478561,-0.084308056,0.204093317,0.17247478,-0.003353812,-0.198011828,0.807631857,0.200732971,0.032748256,-0.148405156,0.245218223,0.005215363,0.306395873,-0.302921519,-0.044363705,-0.414122568,-0.405891768,-0.833326547,-1.437941652,0.029411158,,,,,,,
P08574,0.048717834,0.183665164,0.340800904,0.287889809,-1.142214966,0.145878302,0.074353332,-0.190142862,0.002789517,-0.003170811,0.068323419,-0.307373851,0.462986669,-0.040645658,0.247570991,0.301906088,0.366027954,0.3601204,-0.909521846,-0.096433566,0.129015007,0.225402809,-1.239753582,-0.730344482,-0.453360577,0.521255824,-0.314772623,-0.611624718,-0.509023817,0.83104037,,,,,,,
P08603,-0.402862419,-0.256040055,-0.901233097,0.530542671,-0.698033424,-0.108516728,-0.780637262,-0.157728698,-0.198883688,0.056436179,0.328781487,-0.539981383,-0.334113283,-0.089226925,-0.059784782,-0.495988596,-0.154882852,-0.452840449,0.152635026,-0.644820836,-0.619556699,0.364898016,-0.729239088,-0.566714093,-0.169271702,-0.655208683,-0.466166307,-0.03861409,0.462470665,-0.590266665,,,,,,,
P08621,0.49981905,0.30291395,-0.206025168,0.300591426,0.113338733,-0.040239838,0.249008576,0.084847415,0.060334755,0.407378409,0.246114519,0.031707795,0.127983337,0.46380568,-0.110399528,0.024945203,0.484311016,-0.047749869,0.10878803,0.282994504,0.153390479,-0.222435176,0.226759688,0.155926202,-0.125473767,1.246744266,0.400024278,0.008893637,0.543164594,-0.078254141,,,,,,,
P09012,0.207181589,0.091011108,-0.099172865,0.038686809,0.05242158,0.115934732,-0.183330254,-0.094202559,0.015224891,0.011027239,-0.230217511,0.111274717,0.102500741,0.156025047,0.189496841,0.17193202,0.511665806,0.205155324,0.305471479,0.664888351,0.647364521,0.248427463,0.405823698,0.443930918,0.443709959,0.652813133,0.175606602,-0.151895882,0.624854644,-0.525545688,,,,,,,
P09211,0.428051658,1.046765592,0.14074953,0.20769,0.551442532,0.118920029,0.307192441,-0.174328034,0.274063064,0.303884229,0.077104871,0.064429441,0.001983792,0.153296393,0.038223838,0.991000383,0.7210826,0.344620285,0.537190645,1.126449706,-0.048126484,-0.177150495,0.737573079,0.789243912,0.778058735,0.425782451,0.077396748,1.354188123,0.406971164,0.528615232,,,,,,,
P09327,0.373741452,-1.289584187,-0.920929892,0.02443721,-0.440819579,-0.306037394,0.077406402,-0.059667731,-0.040567055,-0.468133273,-0.357534174,-0.007676209,0.061878248,0.036975402,0.057262165,0.167867716,0.421341027,-0.571596313,-0.091298484,0.11748591,0.07585767,-0.811382867,-0.362017533,-0.154575631,-0.109346243,-0.119939659,-0.31046303,0.062240738,0.016471882,-0.32234085,,,,,,,
P09382,-0.387558562,-1.915703579,-1.114589122,-0.521790033,-2.01648617,0.025047771,-0.193521137,-0.172283413,-0.402304841,-0.511021281,-0.663415594,-0.82032612,-0.682634785,-0.496712891,-0.042890217,-0.630292527,-1.040200352,-1.464021578,-0.296405883,-1.350853108,-1.430747545,0.154638803,-1.167082145,-0.580915112,-0.126255491,-0.970927531,-0.542438895,-0.894603602,0.354736757,-1.241367109,,,,,,,
P09429,0.440655723,0.512839488,-0.39994345,0.346568658,0.439939436,0.279383243,0.274169219,-0.013923143,0.050180726,0.085899465,-0.148686319,0.085513881,-0.216193952,0.333670959,-0.149092128,1.284915217,0.73559321,-0.064996907,0.447120443,0.425950455,0.758808896,0.727677252,-0.002688766,-0.056770029,0.561735603,0.080625502,0.26122422,-0.301671576,0.571174853,-0.213934816,,,,,,,
P09467,0.085433373,-0.397036018,0.455137139,-0.546543007,-0.049550834,-0.177271189,-0.063291503,-0.018325879,0.07469759,0.118317867,0.462881373,0.377181287,-0.337048331,0.010253072,0.192965968,0.139266672,0.650353358,-0.117651671,0.280915175,0.106620293,0.3680346,-0.066166314,0.865340583,-0.454409198,0.30559837,-1.108896817,-0.259220712,-0.065943058,0.010542326,0.044409122,,,,,,,
P09496,0.451477922,0.270591324,-0.391017802,-0.094176324,-0.441160482,-0.199916957,0.166782262,0.062098301,0.027267399,0.436306896,0.201562481,-0.187755202,0.116838085,-0.052256574,0.025611404,-0.507888417,-0.072827197,-0.29670699,-0.112284581,0.134508823,0.034407755,-0.138208243,0.347824414,-0.004636289,0.381029194,0.630312073,-0.069823392,-0.025000301,0.088260497,-0.013180421,,,,,,,
P09497,-0.14293138,0.764104,-0.042360043,0.030706581,0.799536009,0.021261606,0.050372438,-0.051026242,-0.028836971,-0.132920209,0.001807204,0.07443563,-0.067519492,0.107463085,-0.025262738,0.274964392,-0.085750439,-0.140272707,0.122207825,0.634725034,0.191931312,-0.002099801,0.22640658,-0.230847969,-0.013243259,-0.686176073,-0.330948434,0.473484076,-0.293734609,0.086951224,,,,,,,
P09661,0.885662052,1.012257149,-0.74436972,0.54801974,0.260290273,-0.065503562,0.060710153,-0.010610556,-0.093078351,0.264407718,-0.306339671,0.454748696,0.342422699,-0.070426726,-0.071374955,-0.171580424,1.004398392,-0.125527384,0.2824107,0.624557439,0.387495494,-0.074297103,-0.172247343,0.036430869,0.880687941,0.851832171,-0.117970331,-0.036216916,0.157662498,-0.159917813,,,,,,,
P09669,-0.39602225,-1.875501053,0.562711866,-0.18661977,-1.481714178,-0.137610556,0.006512455,0.057379102,-0.023178785,0.11049617,0.137908806,-0.016698394,-0.178243629,0.011031194,-0.153452552,-0.571750828,-1.01472133,-0.58272434,-0.940366297,-0.253446148,-0.74951051,-0.056378956,-0.530500342,-0.529567527,0.190506031,0.599633994,-0.223292596,-0.802356834,-0.4951508,-0.578197043,,,,,,,
P09874,0.269724458,-0.712717857,-0.461316973,0.208514975,0.199158137,0.002741167,0.319009817,0.098218158,0.131432145,0.112865356,0.123910498,0.011382618,0.14532161,0.07364796,-0.106451293,0.360108559,0.862244672,0.272178659,-0.063195225,-0.156970885,-0.064461459,-0.369140597,0.504110261,-0.153206301,0.409689321,0.593482957,0.135558706,0.132544422,0.024426229,0.058587941,,,,,,,
P09960,0.14453192,0.11434265,0.097573557,-0.067791344,0.085955658,0.053899772,0.083565626,-0.005533974,-0.006619864,0.153404252,-0.072710259,0.207591209,0.151423103,-0.075580541,-0.16469888,0.328481936,0.757186971,-0.200246211,0.114739041,0.578402358,0.51619041,0.076481498,0.852804706,0.538074737,0.429426802,0.465985256,0.086218526,0.272559899,0.160523223,0.381422728,,,,,,,
P0CG05,0.407274742,-1.06408413,-1.325423758,-0.251809648,-1.909509286,0.03791747,-0.817629779,-0.247008891,-0.338406457,-0.131426978,-0.246770666,-0.784393843,-0.613260607,0.097346255,0.001150929,-0.620407276,0.834427908,-1.066066694,-0.613856079,-1.128340074,-0.707613314,-0.198493206,-0.254560989,-0.654767965,-0.814169062,-1.338338762,0.574530609,-0.118930592,-0.928866383,-0.628662712,,,,,,,
P10082,-12.91866454,-15.21057829,-2.27480151,-1.173431398,-17.04124143,-1.497694631,-0.517172213,0.437434368,-1.751683319,-0.923908028,-0.271905873,-1.863116128,-2.309720965,-1.509023496,-0.651532445,-0.027571391,-6.40273499,-3.945444805,-0.403420053,-0.720061726,-3.165362023,0.026589118,-0.56747781,-1.663124556,-0.315937479,-0.656522315,-3.852532536,-3.140156195,-1.194001686,-2.243017086,,,,,,,
P10153,-0.357210146,-1.406109347,-1.81202844,-0.70472081,-1.165384743,0.307985579,-0.451881821,-0.042968624,-0.362782186,0.093931704,-0.418319326,-0.618866794,-0.946784011,0.349540238,-0.476375798,-1.193094017,-0.239187323,-0.418083697,-0.267626546,-0.585268305,-0.679974538,-0.695184104,-0.30809686,-0.273808919,-1.008478504,0.699864994,0.308271469,-0.400485357,-0.227362442,0.376494018,,,,,,,
P10253,-0.573203861,-0.287542504,-0.539465928,-0.263263692,-0.835179858,-0.502876669,-0.169564587,-0.216430952,-0.088238782,-0.083856132,-0.63112006,-0.965409941,-0.348415503,-0.760711578,0.049351467,-0.350561453,0.217766883,-1.206264057,-0.382900424,-0.212209116,-0.961456909,-0.640991965,0.021102388,0.085725659,-0.043068096,0.586912487,-0.318188701,-0.518425852,-0.79090441,-1.104697238,,,,,,,
P10606,-0.754818396,-2.023567147,0.565193746,-0.323193838,-1.461919796,-0.199235171,-0.431807886,-0.072019291,-0.271162229,-0.239561471,-0.203061445,-0.528639997,-0.241681819,-0.035319935,-0.082394602,-1.134250474,-1.104548708,-0.264448136,-1.083978935,0.008514568,-0.377041562,-0.3701724,-0.579815607,-0.855048136,-0.333168164,0.201831195,-0.555574409,-0.134390513,1.33161307,0.062259284,,,,,,,
P10620,0.111392725,-0.175814963,0.221709782,-0.01348115,0.160649551,0.12966605,-0.464081362,-0.21051104,-0.430775539,-0.667590105,-0.3828635,-0.131071174,-0.410715445,-0.673707856,0.124365337,1.026124185,1.151577379,0.91129487,0.451391674,0.458743068,0.183817958,-0.436519698,0.873045567,-0.342329309,0.17582796,-0.008833059,0.323935866,0.121566615,-0.181877531,0.796661421,,,,,,,
P10644,-0.385933053,-0.708604365,-0.861012957,-0.570355777,-1.090446378,-0.0841526,-0.484925061,-0.030437559,-0.28406222,-0.180081171,-0.153574784,-0.305646735,-0.440372472,-0.063334772,0.024248226,-0.385574705,0.137464013,-0.754903588,-0.22911707,-0.585430815,-0.323517693,-0.432635094,0.585757965,-0.24602638,0.124725065,-0.682003554,-0.136952026,-0.401938415,-0.064393394,-0.292518267,,,,,,,
P10645,-1.356609095,-1.592763647,-0.861387938,-1.029553229,-3.240517793,-0.80822768,-0.103936911,-0.333226942,-0.511645827,-1.009500633,-1.043273268,-1.177638919,-1.556251665,-0.402927284,-0.058456315,-0.932479354,-2.394997739,-2.074466674,-1.662792771,-1.522377508,-2.12349036,-1.414370069,-1.93882786,-1.169554479,-0.465918737,-1.053231063,-2.588232644,-1.915683733,-1.298222075,-1.932605449,,,,,,,
P10768,0.175039555,0.025783272,0.04441829,-0.490619281,-0.198643239,0.086673782,-0.032309572,-0.037633966,-0.064340047,0.119728758,-0.008365645,-0.179895529,-0.142451102,-0.02328495,-0.054368645,-0.098294097,-0.04818046,0.080113361,0.124895002,0.470538554,0.007918553,-0.063179732,0.173921214,-0.00899382,0.068814074,0.491425,-0.168241561,0.223983977,0.12715297,-0.041816891,,,,,,,
P10809,0.490011667,-0.134825398,0.5835664,0.390366616,-0.326445871,-0.02239574,0.1442556,-0.087150547,-0.034939142,0.326983613,-0.178014453,0.150595079,0.515654662,0.269824782,-0.049509221,0.848671598,0.701822149,0.413156714,-0.128114564,0.316292341,0.675365903,0.79523769,0.148601323,0.443347097,0.046611698,1.040865343,0.017898708,-0.115818865,-0.02286063,0.606618351,,,,,,,
P11172,-0.511421574,-0.136069217,-0.163859718,0.179229834,-0.316347996,-0.191367877,0.372494058,-0.059343643,0.102956372,0.286768611,-0.08126582,0.117400743,0.166800763,0.031863503,0.060231495,0.777450041,1.388465937,0.260272858,-0.083791448,-0.351060934,-0.279945669,-0.069102226,0.261174465,-0.068038546,0.115380988,0.722830807,0.203331348,0.471396402,0.448416508,-0.140723497,,,,,,,
P11177,-0.03523978,-0.14078217,0.708585595,0.016605278,-0.530949593,-0.103447602,-0.17888672,0.01617556,-0.018332643,0.057637585,-0.044473217,0.167443441,0.292173362,-0.083472906,-0.033069613,0.034617973,0.281258695,-0.07131888,-0.127031456,-0.289502038,0.481170003,0.497722585,0.155969692,-0.057203082,0.157214212,0.094447016,-0.015310007,-0.517250315,-0.613457642,-0.006609155,,,,,,,
P11216,-0.00859345,0.331940474,0.351859961,-0.330743975,-0.064580292,-0.03293164,0.258165634,-0.028273512,0.191489805,0.091084824,0.261635347,0.233085587,0.120137165,-0.129623181,-0.007789381,-0.023595248,0.524646283,0.951081603,-0.239821979,0.110591445,0.070770011,-0.069161867,0.425583668,1.116660809,0.112194947,0.18998656,-0.072400765,0.628682393,-0.570802199,0.042551733,,,,,,,
P11678,1.268486111,-1.125789155,-1.904620511,0.226863994,-0.893428896,0.884777644,-0.422951988,-0.15486417,-0.078831506,0.154007224,-0.386608982,-0.621527739,-1.195688207,0.368437372,-0.023080048,-1.106345256,0.496293936,-0.436861672,0.818132213,-2.007217628,-0.413659678,0.557613864,-0.42405455,0.292383399,0.16834495,-0.206869093,1.39731803,-0.767250794,-0.151859974,1.128590838,,,,,,,
P11766,-0.073497714,-0.258884686,0.420867013,0.06148718,0.899234628,0.349857816,-0.016098611,0.144770739,-0.117073245,-0.397865535,-0.133088222,-0.260237326,-0.18065104,-0.109630148,-0.022158718,0.517874489,0.900740309,0.109681968,0.097681522,-0.219110428,-0.181000171,0.475980899,0.629452486,-0.056980202,0.13126958,-0.998133822,-0.349136034,-0.151416146,-0.979039844,0.152923634,,,,,,,
P12004,0.79437763,-0.280031883,-0.308442158,0.27052847,0.115352335,-0.045901306,0.140474973,-0.082891186,0.044185069,0.04320658,0.017038564,-0.369442197,0.17413986,0.251685921,-0.041903228,0.539692713,0.54961968,0.104509933,0.304919648,0.599906495,0.188176404,-0.439651933,-0.390869706,0.181364152,0.452965948,0.534415735,0.451317515,0.127782737,1.411940578,-0.050252931,,,,,,,
P12109,-0.210511044,-0.787114572,-0.506543332,-1.299525679,-1.62053225,-0.068098868,0.054550309,-0.043276199,-0.317935051,-0.809871908,-0.027678146,-1.299660593,-0.950853891,-0.496537571,0.160487151,-0.416321873,-0.912620247,-0.960679606,0.044480386,-1.776732224,-0.752938318,0.237251223,-1.213072965,-0.111100547,0.334237174,-0.679473598,-0.305510332,-0.774173182,0.364605277,-1.268025894,,,,,,,
P12110,-0.081976203,-1.393549826,-0.511037449,-1.049688863,-1.288416346,0.288406476,0.078520028,0.119619216,-0.199108561,-0.720814929,-0.251778945,-0.695573151,-0.856917978,-0.244593522,-0.057076644,-0.328748164,-0.15589271,-0.715937899,0.380914015,-2.613188487,-0.843225865,0.191874323,-0.68798206,0.032414332,0.570637967,-0.460604409,-0.234774015,-0.437269678,0.603065705,-1.722407321,,,,,,,
P12268,0.36920289,-0.021165428,-0.149664212,0.548334669,0.13379462,0.044790918,0.199717709,-0.066940453,0.028439867,0.336232473,-0.031945914,-0.008046782,0.088551773,0.322131573,0.052737316,0.200948317,1.026939467,0.06854332,0.085424311,0.013143538,0.391226994,-0.105232216,-0.241525867,0.284526588,0.628047198,0.851042764,0.316003374,0.28688489,0.656423781,0.192094331,,,,,,,
P12270,0.165658826,0.394537345,-0.540910852,0.124632712,-0.065659575,0.276741184,0.030915968,0.135489034,0.076107717,0.112858287,0.190526378,0.269000117,0.188118145,0.39101251,0.121840564,0.282854754,0.702290677,0.172760697,-0.009022833,0.560114915,0.469075889,-0.017350975,0.296494146,-0.104119111,0.526125962,0.723601118,0.454706809,-0.108361603,0.237955143,0.196441799,,,,,,,
P12724,1.202964751,-1.254450838,-2.082904064,0.09627337,-1.094921721,0.49499556,0.346127789,-0.179706954,0.110346242,0.41561139,-0.23729896,-0.366507451,-1.076375336,0.663390049,0.027312689,-1.367786851,-0.069094805,-0.10621292,1.52830465,-2.835822406,-0.758892879,-0.707061324,-1.017452303,0.079530372,0.582181472,-0.433823344,0.433703941,-0.142366692,-0.134149373,0.36101566,,,,,,,
P12956,0.373678756,0.501635608,0.315702721,0.508411719,0.305544048,0.351446433,0.20890072,0.106220082,0.103115062,0.206052296,0.188983879,0.181994871,0.088598851,0.307279735,0.01365169,0.957090281,1.101821171,0.379039374,0.5652256,0.491714501,0.84480076,0.516157659,0.582288625,0.173366091,0.683427974,0.117942117,0.713897108,0.138184405,0.12654287,0.073942786,,,,,,,
P13010,0.326710759,0.31839805,0.02263548,0.6740576,1.086712775,0.235211491,0.105821869,0.000900095,0.24174639,0.105596953,0.04898611,0.247889952,0.017163044,0.120516421,0.028923159,0.74678345,0.655503618,0.357097197,0.321644417,0.287958244,0.465048954,0.385932116,0.490395058,0.332444634,0.46755074,0.346681672,0.348804843,0.173432734,0.317094138,-0.125456122,,,,,,,
P13073,-0.454496972,-1.155697729,0.507961352,-0.338845204,-1.146720826,-0.137321138,-0.070679673,-0.081443411,-0.114140117,0.014994235,-0.139250591,-0.45363251,0.057203133,0.034844561,0.025182125,-0.03751943,-0.260634437,0.089702973,-0.579984595,-0.033815043,-0.458849663,-0.367827951,-0.034521332,-0.796181566,-0.355728149,0.970389605,-0.766079637,-0.843460672,-0.282794064,0.102466976,,,,,,,
P13284,0.476856635,-0.418227918,0.253088829,0.520474698,-0.593337627,0.336184835,0.104383552,-0.039715413,-0.073011689,0.15881353,-1.332350622,-0.152904387,-1.018856776,-0.050823983,-0.710286058,0.245936879,-0.420044939,-1.368157548,-1.175165863,-0.476611116,-1.074346173,0.332299404,-0.77685155,-1.417923671,0.564620769,-0.385364455,-0.449203962,0.130539282,0.617234275,0.799097597,,,,,,,
